service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1104 SA,0,0,0,0,0,0,0,20230417,20261231
1104 SIL,0,0,0,0,0,0,0,20230417,20261231
1105 SA,0,0,0,0,0,0,0,20230417,20261231
1105 SIL,0,0,0,0,0,0,0,20230417,20261231
1105 SO,0,0,0,0,0,0,0,20230417,20261231
1106 HA,0,0,0,0,0,0,0,20230417,20261231
1106 SA,0,0,0,0,0,0,0,20230417,20261231
1106 SIL,0,0,0,0,0,0,0,20230417,20261231
1107 HA,0,0,0,0,0,0,0,20230417,20261231
1107 SA,0,0,0,0,0,0,0,20230417,20261231
1107 SIL,0,0,0,0,0,0,0,20230417,20261231
1107 SO,0,0,0,0,0,0,0,20230417,20261231
1112 SO,0,0,0,0,0,0,0,20230417,20261231
1115 HA,0,0,0,0,0,0,0,20230417,20261231
123 SA,0,0,0,0,0,0,0,20230417,20261231
123 SIL,0,0,0,0,0,0,0,20230417,20261231
1801 SA mit Eisl.,0,0,0,0,0,0,0,20230417,20261231
1801 SA mit Eisl.[2025-9-27],0,0,0,0,0,0,0,20230417,20261231
1801 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
1801 SIL,0,0,0,0,0,0,0,20230417,20261231
1801 SO,0,0,0,0,0,0,0,20230417,20261231
1801 SO bis 27.07.25[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
1801 SO[2025-8-3],0,0,0,0,0,0,0,20230417,20261231
1802 HA,0,0,0,0,0,0,0,20230417,20261231
1802 SA,0,0,0,0,0,0,0,20230417,20261231
1802 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
1802 SIL,0,0,0,0,0,0,0,20230417,20261231
1803 HA,0,0,0,0,0,0,0,20230417,20261231
1803 SA,0,0,0,0,0,0,0,20230417,20261231
1803 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
1803 SIL,0,0,0,0,0,0,0,20230417,20261231
1809 HA,0,0,0,0,0,0,0,20230417,20261231
1809 SA,0,0,0,0,0,0,0,20230417,20261231
1809 SA bis 13.09.25[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
1809 SA[2025-9-20],0,0,0,0,0,0,0,20230417,20261231
1809 SIL,0,0,0,0,0,0,0,20230417,20261231
1810 SO,0,0,0,0,0,0,0,20230417,20261231
1810 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
19313 MO Dult sen.,0,0,0,0,0,0,0,20230417,20261231
19801 FR Dult[2025-8-29],0,0,0,0,0,0,0,20230417,20261231
19801 SA Dult[2025-8-30],0,0,0,0,0,0,0,20230417,20261231
19802 FR Dult[2025-8-29],0,0,0,0,0,0,0,20230417,20261231
19802 SA Dult[2025-8-30],0,0,0,0,0,0,0,20230417,20261231
19811 Dult,0,0,0,0,0,0,0,20230417,20261231
19811 Dult nur am 4.9.25,0,0,0,0,0,0,0,20230417,20261231
19812 Dult,0,0,0,0,0,0,0,20230417,20261231
19812 Dult nur am 4.9.25,0,0,0,0,0,0,0,20230417,20261231
19813 Dult,0,0,0,0,0,0,0,20230417,20261231
19813 Dult nur am 4.9.25,0,0,0,0,0,0,0,20230417,20261231
19814 Dult,0,0,0,0,0,0,0,20230417,20261231
19814 Dult nur am 4.9.25,0,0,0,0,0,0,0,20230417,20261231
19815 Dult,0,0,0,0,0,0,0,20230417,20261231
19815 Dult nur am 4.9.25,0,0,0,0,0,0,0,20230417,20261231
19831 MI Dult,0,0,0,0,0,0,0,20230417,20261231
19832 MI SF-Dult,0,0,0,0,0,0,0,20230417,20261231
19833 MI Dult,0,0,0,0,0,0,0,20230417,20261231
19834 MI Dult,0,0,0,0,0,0,0,20230417,20261231
19835 MI Dult,0,0,0,0,0,0,0,20230417,20261231
19841 nur am 4.9.25,0,0,0,0,0,0,0,20230417,20261231
19842 nur am 4.9.25,0,0,0,0,0,0,0,20230417,20261231
19843 nur am 4.9.25,0,0,0,0,0,0,0,20230417,20261231
19851 FR Dult,0,0,0,0,0,0,0,20230417,20261231
19852 FR Dult,0,0,0,0,0,0,0,20230417,20261231
19861 SA Dult,0,0,0,0,0,0,0,20230417,20261231
19862 SA Dult,0,0,0,0,0,0,0,20230417,20261231
19863 SA Dult,0,0,0,0,0,0,0,20230417,20261231
19864 SA Dult,0,0,0,0,0,0,0,20230417,20261231
19865 SA Dult,0,0,0,0,0,0,0,20230417,20261231
19871 SO Dult,0,0,0,0,0,0,0,20230417,20261231
19872 SO Dult,0,0,0,0,0,0,0,20230417,20261231
19873 SO Dult,0,0,0,0,0,0,0,20230417,20261231
19874 SO Dult,0,0,0,0,0,0,0,20230417,20261231
19875 SO Dult,0,0,0,0,0,0,0,20230417,20261231
19876 SO Dult,0,0,0,0,0,0,0,20230417,20261231
201 HA,0,0,0,0,0,0,0,20230417,20261231
201 SA,0,0,0,0,0,0,0,20230417,20261231
201 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
201 SIL,0,0,0,0,0,0,0,20230417,20261231
202 HA,0,0,0,0,0,0,0,20230417,20261231
202 SA,0,0,0,0,0,0,0,20230417,20261231
202 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
202 SIL,0,0,0,0,0,0,0,20230417,20261231
202 SO,0,0,0,0,0,0,0,20230417,20261231
202 SO[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
203 HA,0,0,0,0,0,0,0,20230417,20261231
203 SA,0,0,0,0,0,0,0,20230417,20261231
203 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
203 SIL,0,0,0,0,0,0,0,20230417,20261231
203 SO,0,0,0,0,0,0,0,20230417,20261231
203 SO[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
204 HA,0,0,0,0,0,0,0,20230417,20261231
204 SA,0,0,0,0,0,0,0,20230417,20261231
204 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
204 SIL,0,0,0,0,0,0,0,20230417,20261231
204 SO,0,0,0,0,0,0,0,20230417,20261231
204 SO[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
20427,0,0,0,0,0,0,0,20230417,20261231
20427 (U-FR),0,0,0,0,0,0,0,20230417,20261231
20427 (U-FR)[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
20427 (U-MD),0,0,0,0,0,0,0,20230417,20261231
20427 Ferien (U-FR) mit Eisl.,0,0,0,0,0,0,0,20230417,20261231
20427 Ferien (U-MD) ohne Eisl.,0,0,0,0,0,0,0,20230417,20261231
20427 Ferien (U-MiDo) mit Eisl.,0,0,0,0,0,0,0,20230417,20261231
20427 bis 31.07.25[2025-7-28],0,0,0,0,0,0,0,20230417,20261231
20427[2025-9-16],0,0,0,0,0,0,0,20230417,20261231
205 SO,0,0,0,0,0,0,0,20230417,20261231
205 SO[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
206 HA,0,0,0,0,0,0,0,20230417,20261231
206 SA,0,0,0,0,0,0,0,20230417,20261231
206 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
206 SIL,0,0,0,0,0,0,0,20230417,20261231
20611 Ferien (U-FR),0,0,0,0,0,0,0,20230417,20261231
20611 Ferien (U-MD),0,0,0,0,0,0,0,20230417,20261231
20615 Ferien (U-MF),0,0,0,0,0,0,0,20230417,20261231
207 HA,0,0,0,0,0,0,0,20230417,20261231
207 SA,0,0,0,0,0,0,0,20230417,20261231
207 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
207 SIL,0,0,0,0,0,0,0,20230417,20261231
208 HA,0,0,0,0,0,0,0,20230417,20261231
208 SA,0,0,0,0,0,0,0,20230417,20261231
208 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
208 SIL,0,0,0,0,0,0,0,20230417,20261231
208 SO,0,0,0,0,0,0,0,20230417,20261231
208 SO[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
211 HA,0,0,0,0,0,0,0,20230417,20261231
211 SA,0,0,0,0,0,0,0,20230417,20261231
211 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
211 SIL,0,0,0,0,0,0,0,20230417,20261231
211 SO,0,0,0,0,0,0,0,20230417,20261231
211 SO bis 14.09.25[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
211 SO[2025-9-21],0,0,0,0,0,0,0,20230417,20261231
21104,0,0,0,0,0,0,0,20230417,20261231
21104[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
21123,0,0,0,0,0,0,0,20230417,20261231
21123 (U-MF),0,0,0,0,0,0,0,20230417,20261231
21123 (U-MF)[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
21123[2025-7-28],0,0,0,0,0,0,0,20230417,20261231
213 HA,0,0,0,0,0,0,0,20230417,20261231
213 SA,0,0,0,0,0,0,0,20230417,20261231
213 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
213 SIL,0,0,0,0,0,0,0,20230417,20261231
213 SO,0,0,0,0,0,0,0,20230417,20261231
213 SO[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
215 HA,0,0,0,0,0,0,0,20230417,20261231
215 SA,0,0,0,0,0,0,0,20230417,20261231
215 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
215 SIL,0,0,0,0,0,0,0,20230417,20261231
303 HA,0,0,0,0,0,0,0,20230417,20261231
303 SA,0,0,0,0,0,0,0,20230417,20261231
303 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
303 SIL,0,0,0,0,0,0,0,20230417,20261231
306 HA,0,0,0,0,0,0,0,20230417,20261231
306 SA,0,0,0,0,0,0,0,20230417,20261231
306 SA bis 13.09.25[2025-8-2],0,0,0,0,0,0,0,20230417,20261231
306 SA bis 26.07.25[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
306 SA[2025-9-20],0,0,0,0,0,0,0,20230417,20261231
306 SIL,0,0,0,0,0,0,0,20230417,20261231
308 SO,0,0,0,0,0,0,0,20230417,20261231
311 HA,0,0,0,0,0,0,0,20230417,20261231
311 SA,0,0,0,0,0,0,0,20230417,20261231
311 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
311 SIL,0,0,0,0,0,0,0,20230417,20261231
313 SO,0,0,0,0,0,0,0,20230417,20261231
314 HA,0,0,0,0,0,0,0,20230417,20261231
314 SA,0,0,0,0,0,0,0,20230417,20261231
314 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
314 SIL,0,0,0,0,0,0,0,20230417,20261231
315 HA,0,0,0,0,0,0,0,20230417,20261231
315 SA,0,0,0,0,0,0,0,20230417,20261231
315 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
315 SIL,0,0,0,0,0,0,0,20230417,20261231
316 HA,0,0,0,0,0,0,0,20230417,20261231
316 SA,0,0,0,0,0,0,0,20230417,20261231
316 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
316 SIL,0,0,0,0,0,0,0,20230417,20261231
3255 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
354 SA,0,0,0,0,0,0,0,20230417,20261231
354 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
40153 SIL,0,0,0,0,0,0,0,20230417,20261231
40153 vor Ftg.,0,0,0,0,0,0,0,20230417,20261231
40153 vor Ftg. bis 15.08.25,0,0,0,0,0,0,0,20230417,20261231
40251 SIL,0,0,0,0,0,0,0,20230417,20261231
40253 FR,0,0,0,0,0,0,0,20230417,20261231
40253 FR bis 12.09.25,0,0,0,0,0,0,0,20230417,20261231
40301 SIL,0,0,0,0,0,0,0,20230417,20261231
40354 SIL,0,0,0,0,0,0,0,20230417,20261231
40354 vor Ftg.,0,0,0,0,0,0,0,20230417,20261231
40354 vor Ftg.[2025-8-14],0,0,0,0,0,0,0,20230417,20261231
405 SA,0,0,0,0,0,0,0,20230417,20261231
405 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
405 SIL,0,0,0,0,0,0,0,20230417,20261231
40556 FR,0,0,0,0,0,0,0,20230417,20261231
40556 FR bis 12.09.25[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
40556 FR[2025-9-19],0,0,0,0,0,0,0,20230417,20261231
40556 SIL,0,0,0,0,0,0,0,20230417,20261231
40556 vor Ftg.,0,0,0,0,0,0,0,20230417,20261231
40556 vor Ftg. bis 15.08.25[2025-8-14],0,0,0,0,0,0,0,20230417,20261231
406 HA,0,0,0,0,0,0,0,20230417,20261231
406 SO mit Eisl.,0,0,0,0,0,0,0,20230417,20261231
406 SO[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
40655 SIL,0,0,0,0,0,0,0,20230417,20261231
40655 vor Ftg.,0,0,0,0,0,0,0,20230417,20261231
40655 vor Ftg.[2025-8-14],0,0,0,0,0,0,0,20230417,20261231
40702 SIL,0,0,0,0,0,0,0,20230417,20261231
40751 FR,0,0,0,0,0,0,0,20230417,20261231
40751 FR bis 12.09.25[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
40751 FR[2025-9-19],0,0,0,0,0,0,0,20230417,20261231
40751 vor Ftg.,0,0,0,0,0,0,0,20230417,20261231
40751 vor Ftg. bis 15.08.25[2025-8-14],0,0,0,0,0,0,0,20230417,20261231
40752 FR,0,0,0,0,0,0,0,20230417,20261231
40752 FR bis 12.09.25[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
40752 FR[2025-9-19],0,0,0,0,0,0,0,20230417,20261231
40752 SA,0,0,0,0,0,0,0,20230417,20261231
40752 SA bis 13.09.25[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
40752 SA[2025-9-20],0,0,0,0,0,0,0,20230417,20261231
40752 SIL,0,0,0,0,0,0,0,20230417,20261231
40752 vor Ftg.,0,0,0,0,0,0,0,20230417,20261231
40752 vor Ftg. bis 15.08.25[2025-8-14],0,0,0,0,0,0,0,20230417,20261231
410 SA,0,0,0,0,0,0,0,20230417,20261231
410 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
410 SIL,0,0,0,0,0,0,0,20230417,20261231
421 HA,0,0,0,0,0,0,0,20230417,20261231
421 SA,0,0,0,0,0,0,0,20230417,20261231
421 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
421 SIL,0,0,0,0,0,0,0,20230417,20261231
5001 Allerheiligen,0,0,0,0,0,0,0,20230417,20261231
501 HA,0,0,0,0,0,0,0,20230417,20261231
501 SA,0,0,0,0,0,0,0,20230417,20261231
501 SA bis 26.07.25,0,0,0,0,0,0,0,20230417,20261231
501 SIL,0,0,0,0,0,0,0,20230417,20261231
502 SO,0,0,0,0,0,0,0,20230417,20261231
502 SO bis 14.09.25,0,0,0,0,0,0,0,20230417,20261231
502 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
502 SO mit Eisl.,0,0,0,0,0,0,0,20230417,20261231
503 HA,0,0,0,0,0,0,0,20230417,20261231
503 SA,0,0,0,0,0,0,0,20230417,20261231
503 SA bis 26.07.25,0,0,0,0,0,0,0,20230417,20261231
503 SIL,0,0,0,0,0,0,0,20230417,20261231
504 HA,0,0,0,0,0,0,0,20230417,20261231
504 SA,0,0,0,0,0,0,0,20230417,20261231
504 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
504 SA bis 26.07.25,0,0,0,0,0,0,0,20230417,20261231
504 SIL,0,0,0,0,0,0,0,20230417,20261231
506 SO,0,0,0,0,0,0,0,20230417,20261231
506 SO bis 27.07.25[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
506 SO[2025-8-3],0,0,0,0,0,0,0,20230417,20261231
509 SO,0,0,0,0,0,0,0,20230417,20261231
509 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
511 SO,0,0,0,0,0,0,0,20230417,20261231
511 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
512 SA,0,0,0,0,0,0,0,20230417,20261231
512 SA bis 26.07.25[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
512 SA[2025-8-2],0,0,0,0,0,0,0,20230417,20261231
512 SIL,0,0,0,0,0,0,0,20230417,20261231
520 HA,0,0,0,0,0,0,0,20230417,20261231
520 SA,0,0,0,0,0,0,0,20230417,20261231
520 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
520 SA bis 26.07.25,0,0,0,0,0,0,0,20230417,20261231
520 SIL,0,0,0,0,0,0,0,20230417,20261231
522 HA,0,0,0,0,0,0,0,20230417,20261231
522 SA,0,0,0,0,0,0,0,20230417,20261231
522 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
522 SA bis 26.07.25,0,0,0,0,0,0,0,20230417,20261231
522 SA mit Eisl.,0,0,0,0,0,0,0,20230417,20261231
522 SIL,0,0,0,0,0,0,0,20230417,20261231
602 SO,0,0,0,0,0,0,0,20230417,20261231
602 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
603 SA,0,0,0,0,0,0,0,20230417,20261231
603 SIL,0,0,0,0,0,0,0,20230417,20261231
603 SO,0,0,0,0,0,0,0,20230417,20261231
603 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
605 HA,0,0,0,0,0,0,0,20230417,20261231
605 SA,0,0,0,0,0,0,0,20230417,20261231
605 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
605 SIL,0,0,0,0,0,0,0,20230417,20261231
609 SO,0,0,0,0,0,0,0,20230417,20261231
609 SO bis 14.09.25[2025-8-3],0,0,0,0,0,0,0,20230417,20261231
609 SO bis 27.07.25[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
609 SO[2025-9-21],0,0,0,0,0,0,0,20230417,20261231
611 SO mit Eisl.,0,0,0,0,0,0,0,20230417,20261231
611 SO[2025-7-27],0,0,0,0,0,0,0,20230417,20261231
613 HA,0,0,0,0,0,0,0,20230417,20261231
701 HA,0,0,0,0,0,0,0,20230417,20261231
701 SA,0,0,0,0,0,0,0,20230417,20261231
701 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
701 SIL,0,0,0,0,0,0,0,20230417,20261231
7010004 (GFN-Gerät),0,0,0,0,0,0,0,20230417,20261231
7010004 (GFN-Gerät) bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7010005 (GFN-Gerät),0,0,0,0,0,0,0,20230417,20261231
7010006 FR (GFN-Gerät),0,0,0,0,0,0,0,20230417,20261231
7010006 FR (GFN-Gerät) bis 25.07.25,0,0,0,0,0,0,0,20230417,20261231
7010006 FR (GFN-Gerät) fr.Schulschl.,0,0,0,0,0,0,0,20230417,20261231
7010006 FR (GFN-Gerät) fr.Schulschl. bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7010006 MD (GFN-Gerät),0,0,0,0,0,0,0,20230417,20261231
7010006 MD (GFN-Gerät) bis 30.07.25,0,0,0,0,0,0,0,20230417,20261231
7013001,0,0,0,0,0,0,0,20230417,20261231
7013002[2025-7-24],0,0,0,0,0,0,0,20230417,20261231
7013003,0,0,0,0,0,0,0,20230417,20261231
7013003[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7013503 Ferien,0,0,0,0,0,0,0,20230417,20261231
7013551 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7013552 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7013552 SF/WF[2025-8-1],0,0,0,0,0,0,0,20230417,20261231
7013553 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7013553 SF/WF[2025-8-1],0,0,0,0,0,0,0,20230417,20261231
7013600 HA,0,0,0,0,0,0,0,20230417,20261231
7013600 SA,0,0,0,0,0,0,0,20230417,20261231
7013600 SIL,0,0,0,0,0,0,0,20230417,20261231
7013601 HA,0,0,0,0,0,0,0,20230417,20261231
7013601 SA,0,0,0,0,0,0,0,20230417,20261231
7013601 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
7013601 SIL,0,0,0,0,0,0,0,20230417,20261231
7013602 HA,0,0,0,0,0,0,0,20230417,20261231
7013602 SA,0,0,0,0,0,0,0,20230417,20261231
7013602 SIL,0,0,0,0,0,0,0,20230417,20261231
7013700 SO,0,0,0,0,0,0,0,20230417,20261231
7013701 SO,0,0,0,0,0,0,0,20230417,20261231
702 HA,0,0,0,0,0,0,0,20230417,20261231
702 SA,0,0,0,0,0,0,0,20230417,20261231
702 SA bis 13.09.24,0,0,0,0,0,0,0,20230417,20261231
702 SA bis 26.07.25,0,0,0,0,0,0,0,20230417,20261231
702 SIL,0,0,0,0,0,0,0,20230417,20261231
7020013 (GFN-Gerät),0,0,0,0,0,0,0,20230417,20261231
7020041 DO,0,0,0,0,0,0,0,20230417,20261231
7024001,0,0,0,0,0,0,0,20230417,20261231
7024001 bis 15.09.25,0,0,0,0,0,0,0,20230417,20261231
7024001 bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7024002 bis 30.07.25[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7024002[2025-9-16],0,0,0,0,0,0,0,20230417,20261231
7024002copy,0,0,0,0,0,0,0,20230417,20261231
7024003,0,0,0,0,0,0,0,20230417,20261231
7024003 bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7024004,0,0,0,0,0,0,0,20230417,20261231
7024004 bis 31.07.25[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7024004[2025-9-16],0,0,0,0,0,0,0,20230417,20261231
7024042 DO bis 31.07.25[2025-7-31],0,0,0,0,0,0,0,20230417,20261231
7024042 DO[2025-9-18],0,0,0,0,0,0,0,20230417,20261231
7024042 DOcopy,0,0,0,0,0,0,0,20230417,20261231
7024503 Ferien,0,0,0,0,0,0,0,20230417,20261231
7024504 Ferien,0,0,0,0,0,0,0,20230417,20261231
7024542 DO SF/WF bis 11.09.25[2025-8-7],0,0,0,0,0,0,0,20230417,20261231
7024552 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7024552 SF/WF bis 15.09.25[2025-8-1],0,0,0,0,0,0,0,20230417,20261231
7024553 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7024553 SF/WF bis 15.09.25,0,0,0,0,0,0,0,20230417,20261231
7024554 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7024601 HA,0,0,0,0,0,0,0,20230417,20261231
7024601 SA,0,0,0,0,0,0,0,20230417,20261231
7024601 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
7024601 SIL,0,0,0,0,0,0,0,20230417,20261231
7024602 HA,0,0,0,0,0,0,0,20230417,20261231
7024602 SA,0,0,0,0,0,0,0,20230417,20261231
7024602 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
7024602 SIL,0,0,0,0,0,0,0,20230417,20261231
7024701 SO,0,0,0,0,0,0,0,20230417,20261231
7024701 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
703 SO,0,0,0,0,0,0,0,20230417,20261231
703 SO bis 14.09.25,0,0,0,0,0,0,0,20230417,20261231
7030003 (GFN-Gerät),0,0,0,0,0,0,0,20230417,20261231
7030021,0,0,0,0,0,0,0,20230417,20261231
7030021[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7030551 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7030621 HA,0,0,0,0,0,0,0,20230417,20261231
7030621 SA,0,0,0,0,0,0,0,20230417,20261231
7030621 SIL,0,0,0,0,0,0,0,20230417,20261231
7030721 Allerheiligen,0,0,0,0,0,0,0,20230417,20261231
7039001,0,0,0,0,0,0,0,20230417,20261231
7039001 bis 15.09.25[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7039001[2025-9-16],0,0,0,0,0,0,0,20230417,20261231
7039002,0,0,0,0,0,0,0,20230417,20261231
7039002 bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7039012 (GFN-Gerät),0,0,0,0,0,0,0,20230417,20261231
7039012 (GFN-Gerät) bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7039502 Ferien,0,0,0,0,0,0,0,20230417,20261231
7039552 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7039552 SF/WF bis 15.09.25,0,0,0,0,0,0,0,20230417,20261231
7039601 HA,0,0,0,0,0,0,0,20230417,20261231
7039601 SA,0,0,0,0,0,0,0,20230417,20261231
7039601 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
7039601 SIL,0,0,0,0,0,0,0,20230417,20261231
704 SO,0,0,0,0,0,0,0,20230417,20261231
704 SO bis 14.09.25,0,0,0,0,0,0,0,20230417,20261231
7048001[2025-7-24],0,0,0,0,0,0,0,20230417,20261231
7048002,0,0,0,0,0,0,0,20230417,20261231
7048002[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7048551 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7048551 SF/WF[2025-8-1],0,0,0,0,0,0,0,20230417,20261231
7048552 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7048552 SF/WF[2025-8-1],0,0,0,0,0,0,0,20230417,20261231
7048601 HA,0,0,0,0,0,0,0,20230417,20261231
7048601 SA,0,0,0,0,0,0,0,20230417,20261231
7048601 SA[2025-7-26],0,0,0,0,0,0,0,20230417,20261231
7048601 SIL,0,0,0,0,0,0,0,20230417,20261231
705 HA,0,0,0,0,0,0,0,20230417,20261231
705 SA,0,0,0,0,0,0,0,20230417,20261231
705 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
705 SIL,0,0,0,0,0,0,0,20230417,20261231
7050014 (GFN-Gerät),0,0,0,0,0,0,0,20230417,20261231
7050014 (GFN-Gerät) bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7050021,0,0,0,0,0,0,0,20230417,20261231
7050022,0,0,0,0,0,0,0,20230417,20261231
7050022 bis 31.07.25[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7050022[2025-9-16],0,0,0,0,0,0,0,20230417,20261231
7051001,0,0,0,0,0,0,0,20230417,20261231
7051002,0,0,0,0,0,0,0,20230417,20261231
7051002 bis 31.07.25,0,0,0,0,0,0,0,20230417,20261231
7051003,0,0,0,0,0,0,0,20230417,20261231
7051003[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7051502 Ferien,0,0,0,0,0,0,0,20230417,20261231
7051551 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7051552 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7051553 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7051601 HA,0,0,0,0,0,0,0,20230417,20261231
7051601 SA,0,0,0,0,0,0,0,20230417,20261231
7051601 SIL,0,0,0,0,0,0,0,20230417,20261231
7051602 HA,0,0,0,0,0,0,0,20230417,20261231
7051602 SA,0,0,0,0,0,0,0,20230417,20261231
7051602 SIL,0,0,0,0,0,0,0,20230417,20261231
7051701 SO,0,0,0,0,0,0,0,20230417,20261231
7051701 SO bis 27.07.25,0,0,0,0,0,0,0,20230417,20261231
7055004,0,0,0,0,0,0,0,20230417,20261231
7055005,0,0,0,0,0,0,0,20230417,20261231
7055005 bis 15.09.25,0,0,0,0,0,0,0,20230417,20261231
7055006,0,0,0,0,0,0,0,20230417,20261231
7055006 bis 31.07.25[2025-7-25],0,0,0,0,0,0,0,20230417,20261231
7055006[2025-9-16],0,0,0,0,0,0,0,20230417,20261231
7055506 Ferien,0,0,0,0,0,0,0,20230417,20261231
7055554 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7055556 SF/WF,0,0,0,0,0,0,0,20230417,20261231
7055556 SF/WF bis 15.09.25,0,0,0,0,0,0,0,20230417,20261231
7055604 HA,0,0,0,0,0,0,0,20230417,20261231
7055604 SA,0,0,0,0,0,0,0,20230417,20261231
7055604 SA bis 13.09.25,0,0,0,0,0,0,0,20230417,20261231
7055604 SA bis 26.07.25,0,0,0,0,0,0,0,20230417,20261231
7055604 SIL,0,0,0,0,0,0,0,20230417,20261231
7055605 HA,0,0,0,0,0,0,0,20230417,20261231
7055605 SA,0,0,0,0,0,0,0,20230417,20261231
