;Nummer;K¸rzel;Langname;Kurzname;Online-Info Haltestelle;Externe Online-Info Haltestelle;Anz. Pos.;Ansage-Nr.;Linien-Darst.;Funkgest¸tzt;÷ffne Verweis;X-Koord;Y-Koord;Globale Haltestellen-Kennung
305;920;SBDO;Sulzbach Dorfplatz;Sulzbach Dorfplatz;;;1;352;X;;;0;0;de:09375:920
306;18026;SBNE;Sulzbach Neue Br¸cke;Sulzbach Neue Br¸cke;;;2;211;X;;;0;0;de:09375:18026
307;18028;SBWE;Sulzbach West;Sulzbach West;;;2;297;X;;;0;0;de:09375:18028
308;16009;SCHE;Schelmengraben;Schelmengraben;;;4;330;X;;;0;0;de:09362:16009
309;12057;SCHL;Schlesierstraﬂe;Schlesierstraﬂe;;;2;167;X;;;0;0;de:09362:12057
310;14089;SCHO;Schˆneberger Straﬂe;Schˆneberger Straﬂe;;;2;415;X;;;0;0;de:09362:14089
311;11160;SHOF;Stadtamhof;Stadtamhof;;;4;162;X;;;0;0;de:09362:11160
312;12075;SIEB;Siebenb¸rgener Str.;Siebenb¸rgener Str.;;;4;158;X;;;0;0;de:09362:12075
313;12099;SIME;Siemensstraﬂe;Siemensstraﬂe;;;2;313;X;;;0;0;de:09362:12099
314;14076;SIMM;Simmernstraﬂe;Simmernstraﬂe;;;2;159;X;;;0;0;de:09362:14076
315;12053;SLBE;Sallerner Berg;Sallerner Berg;;;1;155;X;;;0;0;de:09362:12053
316;4;SOND;Sonderburger Straﬂe;Sonderburger Straﬂe;;;2;537;X;;;0;0;de:09362:4
317;15040;SPAR;Sparkasse;Sparkasse;;;2;300;X;;;0;0;de:09362:15040
318;12077;SPES;Spessartstraﬂe;Spessartstraﬂe;;;2;290;X;;;0;0;de:09362:12077
319;11170;SPLZ;Stob‰usplatz;Stob‰usplatz;X;X;4;164;X;;;0;0;de:09362:11170
320;20011;SPOS;Sportpark Ost;Sportpark Ost;;;2;617;X;X;;0;0;de:09362:20011
321;16011;STEI;Steinweg;Steinweg;;;4;163;X;;;0;0;de:09362:16011
322;14077;STOR;Theodor-Storm-Straﬂe;Theodor-Storm-Straﬂe;;;2;176;X;;;0;0;de:09362:14077
323;12078;SUDE;Sudetendeutsche Straﬂe;Sudetendeutsche Straﬂe;;;2;161;X;;;0;0;de:09362:12078
324;900;SUFE;Sulzfeldstraﬂe;Sulzfeldstraﬂe;;;2;538;X;;;0;0;de:09362:900
325;14075;SWAB;Schwabenstraﬂe;Schwabenstraﬂe;;;5;172;X;;;0;0;de:09362:14075
326;14040;SWAE;Joh.-Schwaebl-Straﬂe;Joh.-Schwaebl-Straﬂe;;;2;32;X;;;0;0;de:09362:14040
327;14020;SWAL;Schwalbenneststraﬂe;Schwalbenneststraﬂe;;;2;30;X;;;0;0;de:09362:14020
328;12070;SWFL;Fleischmannstraﬂe;Fleischmannstraﬂe;;;2;169;X;;;0;0;de:09362:12070
329;12072;SWHE;Schwabelweis Heyden;Schwabelweis Heyden;;;2;170;X;;;0;0;de:09362:12072
330;12073;SWKI;Schwabelweiser Kirchstr.;Schwabelweiser Kirchstr.;;;2;171;X;;;0;0;de:09362:12073
331;12019;SZIS;Schulzentrum Isarstraﬂe;Schulzentrum Isarstraﬂe;;;2;473;X;;;0;0;de:09362:12019
332;15028;TAXI;Taxisstraﬂe;Taxisstraﬂe;;;2;174;X;;;0;0;de:09362:15028
333;14030;TECH;TechCampus/OTH;TechCampus/OTH;X;;2;472;X;;;0;0;de:09362:14030
334;18031;TEGG;Tegernheim Gh Federl;Tegernheim Gh. Federl;;;2;213;X;X;;0;0;de:09375:18031
335;1078;TEGK;Tegernheim M-Luther-Kirche;Tegernheim M.-Luther-Kirche;;;2;391;X;;;0;0;de:09375:1078
336;18030;TEGW;Tegernheim Weinbergstraﬂe;Tegernheim Weinbergstraﬂe;;;2;214;X;;;0;0;de:09375:18030
337;1971;TEGWE;Tegernheim West (Tarifzone 2);Tegernheim West;;;1;0;;;;0;0;de:09375:1971
338;20007;TEST 1;Testhaltestelle 1;Testhaltestelle 1;;;1;9990;X;;;0;0;
339;20008;TEST 2;Testhaltestelle 2;Testhaltestelle 2;;;1;9991;X;;;0;0;
340;20009;TEST 3;Testhaltestelle 3;Testhaltestelle 3;;;1;9992;X;;;0;0;
341;20010;TEST 4;Testhaltestelle 4;Testhaltestelle 4;;;1;9993;X;;;0;0;
342;14072;THER;Theresienkirche;Theresienkirche;;;1;177;X;;;0;0;de:09362:14072
343;14099;THEW;Theresienweg;Theresienweg;;;1;348;X;;;0;0;de:09362:14099
344;11180;THUN;Thundorferstraﬂe;Thundorferstraﬂe;;;2;178;X;;;0;0;de:09362:11180
345;14078;TULP;Tulpenweg;Tulpenweg;;;2;179;X;;;0;0;de:09362:14078
346;14026;TVZI;Fernsehsender Ziegetsdorf;Fernsehsender Ziegetsdorf;;;2;41;X;;;0;0;de:09362:14026
347;492;UISL;Unterisling;Unterisling;;;2;0;X;;;0;0;de:09362:492
348;14080;UNI;Universit‰t;Universit‰t;X;;6;180;X;;;0;0;de:09362:14080
349;870;UNIS;Uni Sportzentrum;Uni Sportzentrum;;;2;383;X;;;0;0;de:09362:870
350;12080;VILS;Vilsstraﬂe/Gewerbepark;Vilsstraﬂe/Gewerbepark;X;;3;337;X;;;0;0;de:09362:12080
351;14092;VITU;Vitusstraﬂe;Vitusstraﬂe;;;2;377;X;;;0;0;de:09362:14092
352;12081;WEC;Weichs/DEZ;Weichs/DEZ;X;X;6;373;X;;;0;0;de:09362:12081
353;12001;WECB;An den Weichser Breiten;An den Weichser Breiten;;;2;7;X;;;0;0;de:09362:12001
354;12085;WECW;Weichser Weg;Weichser Weg;;;3;217;X;;;0;0;de:09362:12085
355;15032;WEIN;Weinweg;Weinweg;;;2;218;X;;;0;0;de:09362:15032
356;11190;WEIS;Weiﬂenburgstraﬂe;Weiﬂenburgstraﬂe;X;X;5;186;X;;;0;0;de:09362:11190
357;14091;WELS;Otto-Wels-Straﬂe;Otto-Wels-Straﬂe;;;3;183;X;;;0;0;de:09362:14091
358;15033;WERN;Wernerwerkstraﬂe;Wernerwerkstraﬂe;;;4;287;X;;;0;0;de:09362:15033
359;15034;WESB;Westbad;Westbad;;;2;189;X;;;0;0;de:09362:15034
360;15035;WESH;Westheim;Westheim;;;2;190;X;;;0;0;de:09362:15035
361;12086;WETT;Wetterstation;Wetterstation;;;2;191;X;;;0;0;de:09362:12086
362;12025;WINK;Im Reichen Winkel;Im Reichen Winkel;;;2;77;X;;;0;0;de:09362:12025
363;15036;WITE;Wittelsbacherstraﬂe;Wittelsbacherstraﬂe;;;2;437;X;;;0;0;de:09362:15036
364;11049;WOEH;Wˆhrdstraﬂe;Wˆhrdstraﬂe;;;3;342;X;;;0;0;de:09362:11049
365;14083;WOLK;Wolfgangskirche;Wolfgangskirche;;;2;334;X;;;0;0;de:09362:14083
366;14090;WOLN;Wolfgangschule Nord;Wolfgangschule Nord;;;2;389;X;;;0;0;de:09362:14090
367;530;WOLR;Wolframstraﬂe;Wolframstraﬂe;;;2;576;X;;;0;0;de:09362:530
368;14084;WOLS;Wolfgangschule S¸d;Wolfgangschule S¸d;;;2;388;X;;;0;0;de:09362:14084
369;540;WUBH;Wutzlhofen Bahnhof;Wutzlhofen Bahnhof;;;2;578;;;;0;0;de:09362:540
370;16012;WUER;W¸rzburger Straﬂe;W¸rzburger Straﬂe;;;2;195;X;;;0;0;de:09362:16012
371;12087;WUTZ;Wutzlhofen;Wutzlhofen;;;2;194;X;;;0;0;de:09362:12087
372;14085;ZEIS;Zeiﬂstraﬂe;Zeiﬂstraﬂe;;;3;196;X;;;0;0;de:09362:14085
373;14087;ZIEG;Ziegetsdorf;Ziegetsdorf;;;2;197;X;;;0;0;de:09362:14087
374;546;ZIEH;Ziegetsdorfer Hˆhe;Ziegetsdorfer Hˆhe;;;4;430;X;;;0;0;de:09362:546
375;14088;ZIES;Ziegetsdorfer Straﬂe;Ziegetsdorfer Straﬂe;;;2;198;X;;;0;0;de:09362:14088
376;13030;ZUCK;Zuckerfabrikstraﬂe;Zuckerfabrikstraﬂe;;;2;199;X;;;0;0;de:09362:13030
377;14062;ZWEI;Zweirad Stadler;Zweirad Stadler;;;2;1;X;;;0;0;de:09362:14062
